index,name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,codename,socket,lithography,cache,supported_mem,supported_chipset,release_date,passmark,category,passmarkPred,cinebench,cinePred,blender,blenderPred
108,Intel Core i9-13900F,499.99,24,2.0,5.6,65,,True,Raptor Lake-S,1700,10,36.0,"DDR4, DDR5","H610, B660, H670, Q670, Z690, W680, B760, H770, Z790","Jan 4th, 2023",0.8917607987939434,Unknown,True,0.6462483399734396,True,0.5571127757257758,False
109,Intel Core i7-4770,125.0,4,3.4,3.9,84,Intel HD Graphics 4600,True,Haswell,1150,22,8.0,DDR3,"Z87, H87, Z97, H97","Jun 2nd, 2013",0.1442898031418645,Desktop,False,0.0820053120849933,False,0.1193862404639442,False
110,Intel Core i5-12500,232.99,6,3.0,4.6,65,Intel UHD Graphics 770,True,Alder Lake-S,1700,10,18.0,"DDR4, DDR5","H610, B650, H670, Z690, H710, B750, H770, Z790","Jan 4th, 2022",0.4344206777513164,Desktop,False,0.3011288180610889,True,0.2926404087127619,False
111,Intel Core i5-7500,132.3,4,3.4,3.8,65,Intel HD Graphics 630,False,Kaby Lake,1151,14,6.0,DDR4,,"Jan 3rd, 2017",0.1231838143721733,Desktop,False,0.0698871181938911,False,0.0975007766923262,False
112,Intel Core i7-9700,340.0,8,3.0,4.7,65,Intel HD Graphics 630,False,Coffee Lake,1151,14,12.0,DDR4,,"Apr 23rd, 2019",0.2831392427188708,Desktop,False,0.2149734395750331,False,0.196882874797197,False
113,Intel Core i5-7600K,218.0,4,3.8,4.2,91,Intel HD Graphics 630,False,Kaby Lake,1151,14,6.0,DDR4,,"Jan 3rd, 2017",0.140772138346916,Desktop,False,0.0864873837981407,False,0.1184714695018813,False
114,Intel Core i9-9900KF,395.0,8,3.6,5.0,95,,True,Coffee Lake-R,1151,14,16.0,DDR4,,"Jan 8th, 2019",0.3990692390045664,Desktop,False,0.3401394422310756,False,0.3286789326521454,False
115,AMD Ryzen 5 2400G,135.0,4,3.6,3.9,65,Radeon Vega 11,True,Raven Ridge,AM4,14,4.0,DDR4,"A320, B350, X370, B450, X470","Feb 12th, 2018",0.1737420524809368,Desktop,False,0.1020916334661354,False,0.0938589526735476,False
116,AMD Ryzen 7 1700,215.0,8,3.0,3.7,65,,True,Zen,AM4,14,16.0,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Mar 2nd, 2017",0.3094671065568398,Desktop,False,0.2003652058432934,False,0.2323345645345024,False
117,Intel Core i5-10600KF,164.99,6,4.1,4.8,125,,True,Comet Lake,1200,14,12.0,DDR4,,"Apr 30th, 2020",0.3091393738119688,Desktop,False,0.2355577689243027,False,0.2220994856570817,False
118,Intel Xeon E5-2699 V4,387.1,22,2.2,3.6,145,,True,Broadwell-EP,2011-3,14,55.0,DDR4,"C612, X99","Oct 25th, 2016",0.3933448403941532,Unknown,True,0.3364873837981407,True,0.4056059926127929,True
119,Intel Core i7-10700KF,268.66,8,3.8,5.1,125,,True,Comet Lake,1200,14,16.0,DDR4,,"Apr 30th, 2020",0.408944919050012,Desktop,False,0.3565737051792829,False,0.3280230591321758,False
120,AMD Ryzen 9 3900XT,390.0,12,3.8,4.7,105,,True,Matisse 2,AM4,7,64.0,DDR4,,"Jul 7th, 2020",0.7088422294566191,Desktop,False,0.5147742363877822,False,0.4781663157168007,False
121,Intel Core i5-3470,200.0,4,3.2,3.2,77,Intel HD Graphics 2500,False,Ivy Bridge,1155,22,6.0,DDR3,,"Jun 1st, 2012",0.0924424829032751,Desktop,False,0.0403386454183266,False,0.0644654630812247,False
122,Intel Core i5-7400,153.0,4,3.0,3.5,65,Intel HD Graphics 630,False,Kaby Lake,1151,14,6.0,DDR4,,"Jan 3rd, 2017",0.1108392143153662,Desktop,False,0.0610889774236387,False,0.0907694431979012,False
123,Intel Core i7-9700F,349.0,8,3.0,4.7,65,,False,Coffee Lake,1151,14,12.0,DDR4,,"Apr 23rd, 2019",0.2848216041425419,Desktop,False,0.2149734395750331,False,0.2001622423970451,False
124,Intel Core i5-4460,89.54,4,3.2,3.4,84,Intel HD Graphics 4600,False,Haswell,1150,22,6.0,DDR3,"H81, B85, H87, Z87, H91, B95, H97, Z97","May 11th, 2014",0.0963097292927527,Desktop,False,0.0466467463479415,False,0.0799647899478753,False
125,AMD FX-8350,,8,4.0,4.0,125,,False,Vishera,AM3+,32,8.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Oct 23rd, 2012",0.1579453341781555,Unknown,True,0.1065737051792828,True,0.1570644482032517,True
126,Intel Celeron G6900,72.45,2,3.4,3.4,46,Intel UHD Graphics 710,False,Alder Lake-S,1700,10,4.0,"DDR4, DDR5","Z690, H670, B660, H610","Jan 4th, 2022",0.0659835259673578,Desktop,False,0.0257304116865869,True,0.0448755566295005,True
127,AMD Ryzen 3 3300X,195.0,4,3.8,4.3,65,,True,Matisse,AM4,7,16.0,DDR4,,"Apr 24th, 2020",0.269177827787367,Desktop,False,0.1548804780876494,False,0.169457005764783,False
128,Intel Core i9-10900KF,318.95,10,3.7,5.3,125,,True,Comet Lake,1200,14,20.0,DDR4,,"Apr 30th, 2020",0.5043151478074679,Desktop,False,0.4118525896414342,False,0.3591770513307328,False
129,Intel Core i7-9700KF,297.0,8,3.6,4.9,95,,False,Coffee Lake,1151,14,12.0,DDR4,,"Jan 8th, 2019",0.3074788612379558,Desktop,False,0.2197875166002656,False,0.2243950429769754,False
130,Intel Core i7-3770K,275.0,4,3.5,3.5,77,Intel HD Graphics 4000,True,Ivy Bridge,1155,22,8.0,DDR3,,"Apr 29th, 2012",0.1318796565360833,Desktop,False,0.0790172642762284,False,0.0881804687769685,False
131,AMD Ryzen 5 1600X,140.0,6,3.6,4.0,95,,True,Zen,AM4,14,16.0,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Apr 11th, 2017",0.2734820511700059,Desktop,False,0.1543824701195219,False,0.1862853395008457,False
132,Intel Core i5-4590,58.0,4,3.3,3.7,84,Intel HD Graphics 4600,False,Haswell,1150,22,6.0,DDR3,,"May 1st, 2014",0.1074526426183661,Desktop,False,0.0512948207171314,False,0.0967758638544651,False
133,Intel Core i3-10105,104.69,4,3.7,4.4,65,Intel UHD Graphics 630,True,Comet Lake-R,1200,14,6.0,DDR4,,"Mar 16th, 2021",0.1857589197928728,Desktop,False,0.1113877822045152,True,0.1917221857848044,False
134,Intel Celeron G5900,39.99,2,3.4,3.4,58,Intel UHD Graphics 610,False,Comet Lake,1200,14,2.0,DDR4,,"Apr 30th, 2020",0.0516506805916668,Desktop,False,0.0257304116865869,True,0.039697607787635,True
135,Intel Core i7-4790,319.66,4,3.6,4.0,84,Intel HD Graphics 4600,True,Haswell,1150,22,8.0,DDR3,"Z87, H87, Z97, H97","May 1st, 2014",0.148768817321768,Desktop,False,0.0844953519256308,True,0.1260830542994235,False
136,Intel Core i5-11600KF,206.98,6,3.9,4.9,125,,True,Rocket Lake,1200,14,12.0,DDR4,"H510, B560, H570, Q570, W580, Z590, Q470, H470, W480, Z490","Mar 16th, 2021",0.4220323799951932,Desktop,False,0.3145750332005311,True,0.2810590631364562,False
137,Intel Core i7-4770K,192.0,4,3.5,3.9,84,Intel HD Graphics 4600,True,Haswell,1150,22,8.0,DDR3,"Z87, H87, Z97, H97","Jun 2nd, 2013",0.146452839258013,Desktop,False,0.0851593625498007,False,0.1350754254547965,False
138,Intel Core i3-8100,163.0,4,3.6,3.6,65,Intel UHD Graphics 630,False,Coffee Lake,1151,14,6.0,DDR4,,"Oct 5th, 2017",0.1253468504883217,Desktop,False,0.0697211155378486,False,0.1169180848493217,False
139,AMD Ryzen 7 3800XT,407.95,8,3.9,4.7,105,,True,Matisse 2,AM4,7,32.0,DDR4,,"Jul 7th, 2020",0.511022744652494,Desktop,False,0.3877822045152722,True,0.3328385515551106,False
140,AMD Ryzen 5 3600XT,389.0,6,3.8,4.5,95,,True,Matisse 2,AM4,7,32.0,DDR4,,"Jul 7th, 2019",0.4010137866241342,Desktop,False,0.2591301460823373,False,0.2659912320066278,False
141,AMD Ryzen 7 1700X,251.0,8,3.4,3.8,95,,True,Zen,AM4,14,16.0,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Mar 2nd, 2017",0.3292621643470471,Desktop,False,0.2217795484727755,False,0.2374434740584763,False
142,AMD Ryzen 5 3500X,184.95,6,3.6,4.1,65,,False,Matisse,AM4,7,32.0,DDR4,"A300, X300, A320, B350, X370, B450, X470, A520, B550, X570","Sep 24th, 2019",0.2816972186414385,Desktop,False,0.1548804780876494,False,0.1530774275950153,False
143,Intel Core i9-10980XE,923.0,18,3.0,4.8,165,,True,Cascade Lake-X,2066,14,24.75,DDR4,,"Oct 19th, 2019",0.7206187594223163,Desktop,False,0.5982735723771581,False,0.5466015395767889,False
144,Intel Core i5-12600,257.99,6,3.3,4.8,65,Intel UHD Graphics 770,True,Alder Lake-S,1700,10,18.0,"DDR4, DDR5","H610, B650, H670, Z690, H710, B750, H770, Z790",Jan-22,0.4575586095392077,Desktop,False,0.3286852589641433,True,0.162570333805102,False
145,Intel Core i9-11900KF,379.98,8,3.5,5.3,125,,True,Rocket Lake,1200,14,16.0,DDR4,"H510, B560, H570, Q570, W580, Z590, Q470, H470, W480, Z490","Mar 16th, 2021",0.5454346828639473,Desktop,False,0.3849601593625498,False,0.2899306154855189,False
146,Intel Core i5-9400,210.0,6,2.9,4.1,65,Intel UHD Graphics 630,False,Coffee Lake,1151,14,9.0,DDR4,,"Oct 19th, 2018",0.1977757871048089,Desktop,False,0.1313081009296148,False,0.1404777520798094,False
147,Intel Celeron G4900,34.99,2,3.1,3.1,65,Intel UHD Graphics 610,False,Coffee Lake,1151,14,2.0,DDR4,,"Apr 3rd, 2018",0.0441783740086084,Desktop,False,0.0194223107569721,True,0.036245641893058,True
148,Intel Core i7-2600,155.62,4,3.4,3.4,95,Intel HD Graphics 2000,True,Sandy Bridge,1155,32,8.0,DDR3,,"Jan 9th, 2011",0.1074526426183661,Desktop,False,0.0590969455511288,True,0.0777210121164002,False
149,Intel Core i5-6400,129.99,4,2.7,3.3,65,Intel HD Graphics 530,False,Skylake,1151,14,6.0,DDR4,"H110, B150, H170, B250, H270, Z270","Jul 2nd, 2015",0.1034980008302562,Desktop,False,0.0499667994687915,False,0.090648624391591,False
150,AMD Ryzen 5 1400,110.0,4,3.2,3.4,65,,True,Zen,AM4,14,8.0,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Apr 11th, 2017",0.1607419869343878,Desktop,False,0.0888114209827357,False,0.111619317201146,False
151,Intel Core i5-4570,121.16,4,3.2,3.2,84,Intel HD Graphics 4600,False,Haswell,1150,22,6.0,DDR3,,"Jun 2nd, 2013",0.1042845594179466,Desktop,False,0.0489707835325365,False,0.0934447167661983,False
152,Intel Core i5-3570K,125.0,4,3.4,3.4,77,Intel HD Graphics 4000,False,Ivy Bridge,1155,22,6.0,DDR3,,"Apr 29th, 2012",0.0985383119578754,Desktop,False,0.0521248339973439,False,0.0651558562601401,False
153,Intel Core i3-4150,77.14,2,3.5,3.5,54,Intel HD Graphics 4400,True,Haswell,1150,22,3.0,DDR3,"H81, B85, H87, Z87, H91, B95, H97, Z97","May 1st, 2014",0.0641045248967641,Desktop,False,0.0253984063745019,True,0.0483275225240774,True
154,Intel Core i5-9600KF,230.0,6,3.7,4.6,95,,False,Coffee Lake,1151,14,9.0,DDR4,,"Jan 8th, 2019",0.227490222639778,Desktop,False,0.1608565737051792,False,0.182039421450516,False
155,AMD FX-6300,,6,3.5,3.5,95,,False,Vishera,AM3+,32,8.0,DDR3,,"Oct 23rd, 2012",0.1307435163538639,Unknown,True,0.0810092961487383,True,0.1208188063101936,True
156,Intel Core i5-2400,170.99,4,3.1,3.1,95,Intel HD Graphics 2000,False,Sandy Bridge,1155,32,6.0,DDR3,,"Jan 9th, 2011",0.0745919727326356,Desktop,False,0.0353585657370517,False,0.0522627636438952,False
157,Intel Core i9-9900KS,1989.0,8,4.0,5.0,127,Intel UHD Graphics 630,True,Coffee Lake-R,1151,14,16.0,DDR4,,"Oct 28th, 2019",0.4171382376717866,Desktop,False,0.3328353253652057,False,0.2980945148261935,False
158,AMD Ryzen 5 3500,,6,3.6,4.1,65,,False,Picasso,FP5,12,4.0,DDR4,,"Jan 6th, 2019",0.2711442242565929,Desktop,False,0.1548804780876494,False,0.1665573544133384,False
159,Intel Core i5-8500,258.27,6,3.0,4.1,65,Intel UHD Graphics 630,False,Coffee Lake,1151,14,9.0,DDR4,,"Feb 14th, 2018",0.1999169743712993,Desktop,False,0.1225099601593625,False,0.1613794055714729,False
160,AMD Ryzen 5 1500X,225.0,4,3.5,3.7,65,,True,Zen,AM4,14,16.0,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Apr 11th, 2017",0.189145491489873,Desktop,False,0.0856573705179282,False,0.1309158065518312,False
161,Intel Pentium Gold G7400,89.99,2,3.7,3.7,46,Intel UHD Graphics 710,True,Alder Lake-S,1700,10,6.0,"DDR4, DDR5","Z690, H670, B660, H610","Jan 4th, 2022",0.1413620572876837,Desktop,False,0.074535192563081,True,0.089751113259001,True
162,AMD Athlon 3000G,98.99,2,3.5,3.5,35,Radeon Vega 3,True,Zen,AM4,14,4.0,DDR4,,"Nov 20th, 2019",0.0885752365137975,Desktop,False,0.0380146082337317,True,0.036107563257275,False
163,AMD Threadripper 1950X,541.64,16,3.4,4.0,180,,True,Zen,SP3r2,14,32.0,DDR4,,"Aug 10th, 2017",0.3875767440844239,Unknown,True,0.3368193891102257,True,0.359004453036004,True
164,Intel Pentium Gold G6400,53.94,2,4.0,4.0,58,Intel UHD Graphics 610,True,Comet Lake,1200,14,4.0,DDR4,,"Apr 30th, 2020",0.0809281391334746,Desktop,False,0.0333665338645418,True,0.0653111947253961,False
165,AMD Ryzen 7 1800X,295.0,8,3.6,4.0,95,,True,Zen,AM4,14,16.0,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Mar 2nd, 2017",0.3469597325700801,Desktop,False,0.2358897742363877,False,0.2876523179950981,False
166,Intel Core i3-6100,100.0,2,3.7,3.7,51,Intel HD Graphics 530,True,Skylake,1151,14,4.0,DDR4,,"Sep 1st, 2015",0.0819550350674037,Desktop,False,0.0325365205843293,False,0.0836756532845455,False
167,AMD Ryzen 3 1200,115.0,4,3.1,3.4,65,,False,Zen,AM4,14,8.0,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Jul 27th, 2017",0.128427538290109,Desktop,False,0.0677290836653386,False,0.0755980530912354,False
168,Intel Xeon E5-2660,28.99,8,2.2,3.0,95,,True,Sandy Bridge-EP,2011,32,20.0,DDR3,,"Mar 6th, 2012",0.1677554676746269,Server,False,0.120683930942895,True,0.1605164140978287,True
169,Intel Core i5-4690,100.12,4,3.5,3.9,84,Intel HD Graphics 4600,False,Haswell,1150,22,6.0,DDR3,,"May 1st, 2014",0.112434180340405,Desktop,False,0.0561088977423638,False,0.064724360523318,False
170,Intel Core i9-12900F,432.0,16,2.4,5.1,65,,True,Alder Lake-S,1700,10,30.0,"DDR4, DDR5","Z690, H670, B660, H610","Jan 4th, 2022",0.7712643929297123,Desktop,False,0.6166998671978752,False,0.6012634195174151,False
171,Intel Core i7-5820K,255.36,6,3.3,3.6,140,,True,Haswell-E,2011-3,22,15.0,DDR4,,"Sep 1st, 2014",0.2051170005899189,Desktop,False,0.1475763612217795,False,0.1775000862991473,False
172,AMD Threadripper 1900X,179.99,8,3.8,4.0,180,,True,Zen,SP3r2,14,32.0,DDR4,,"Aug 31st, 2017",0.3315781424108021,Unknown,True,0.2241035856573705,True,0.2640753909351375,True
173,Intel Core i5-10500,219.99,6,3.1,4.5,65,Intel UHD Graphics 630,True,Comet Lake,1200,14,12.0,DDR4,,"Apr 30th, 2020",0.2759509711813673,Desktop,False,0.2149734395750331,False,0.2101902033207912,False
174,Intel Core i7-6900K,164.9,8,3.2,3.7,140,,True,Broadwell-E,2011-3,14,20.0,DDR4,,"May 31st, 2016",0.3029343005090782,Desktop,False,0.2201195219123506,True,0.2614864165142048,False
175,Intel Core i5-4670K,144.25,4,3.4,3.4,84,Intel HD Graphics 4600,False,Haswell,1150,22,6.0,DDR3,,"Jun 2nd, 2013",0.1118879590989534,Desktop,False,0.0537848605577689,False,0.1088922641444302,False
176,AMD Threadripper 1920X,280.0,12,3.5,4.0,180,,True,Zen,SP3r2,14,32.0,DDR4,,"Aug 10th, 2017",0.366230417968494,Unknown,True,0.319887118193891,True,0.3141288964065035,True
177,Intel Core i9-10900X,508.0,10,3.7,4.7,165,,True,Cascade Lake-X,2066,14,19.25,DDR4,,"Oct 19th, 2019",0.4862898468395639,Desktop,False,0.3588977423638778,False,0.3398115226621561,False
178,Intel Core i7-6850K,165.0,6,3.6,3.8,140,,True,Broadwell-E,2011-3,14,15.0,DDR4,,"May 31st, 2016",0.2374751469335139,Desktop,False,0.1636786188579017,True,0.1898581242017329,True
179,Intel Core i5-2500K,234.0,4,3.3,3.3,95,Intel HD Graphics 3000,False,Sandy Bridge,1155,32,6.0,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Jan 9th, 2011",0.0802071270947584,Desktop,False,0.0370185922974767,True,0.0692809555041596,False
180,Intel Core i3-2100,49.0,2,3.1,3.1,65,Intel HD Graphics 2000,True,Sandy Bridge,1155,32,3.0,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Feb 20th, 2011",0.0304354475736852,Desktop,False,0.0036520584329349,True,0.0327936759984811,True
181,Intel Core i3-7350K,59.99,2,4.2,4.2,60,Intel HD Graphics 630,True,Kaby Lake,1151,14,4.0,DDR4,,"Jan 3rd, 2017",0.0959819965478817,Desktop,False,0.0459827357237715,True,0.0673133349442507,True
182,Intel Core i9-12900,458.99,16,2.4,5.1,65,Intel UHD Graphics 770,True,Alder Lake-S,1700,10,30.0,"DDR4, DDR5","Z690, H670, B660, H610","Jan 4th, 2022",0.8270882038060696,Desktop,False,0.6166998671978752,False,0.4092995961199903,False
183,AMD FX-8320,109.0,8,3.5,3.5,125,,False,Vishera,AM3+,32,8.0,DDR3,,"Oct 23rd, 2012",0.1508663068889423,Unknown,True,0.0984395750332005,True,0.1536124823086748,True
184,Intel Core i5-6600,119.0,4,3.3,3.9,65,Intel HD Graphics 530,False,Skylake,1151,14,6.0,DDR4,"H110, B150, H170, B250, H270, Z270","Jul 1st, 2015",0.1241233149074701,Desktop,False,0.0665670650730411,False,0.1131036625358141,False
185,Intel Core i5-7600,130.0,4,3.5,4.1,65,Intel HD Graphics 630,False,Kaby Lake,1151,14,6.0,DDR4,,"Jan 3rd, 2017",0.1348511000895802,Desktop,False,0.0780212483399734,False,0.1084435085781352,False
186,Intel Core i3-7100,103.0,2,3.9,3.9,51,Intel HD Graphics 630,True,Kaby Lake,1151,14,3.0,DDR4,,"Jan 3rd, 2017",0.0855600952609845,Desktop,False,0.0380146082337317,False,0.0565432013531706,False
187,Intel Core i3-9100,140.0,4,3.6,4.2,65,Intel UHD Graphics 630,False,Coffee Lake,1151,14,6.0,DDR4,,"Sep 1st, 2018",0.135441019030348,Desktop,False,0.0770252324037184,False,0.1087196658497014,False
188,Intel Core i5-3570,166.0,4,3.4,3.4,77,Intel HD Graphics 2500,False,Ivy Bridge,1155,22,6.0,DDR3,"H61, B65, H67, Z67, H71, B75, H77, Z77","Jun 1st, 2012",0.0979702418667657,Desktop,False,0.0521248339973439,False,0.064275604957023,False
189,Intel Core i7-2700K,95.0,4,3.5,3.5,95,Intel HD Graphics 3000,True,Sandy Bridge,1155,32,8.0,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Oct 24th, 2011",0.1131333435294631,Desktop,False,0.0652390438247011,True,0.0776174531395629,False
190,Intel Core i5-13600,,14,2.7,5.0,65,Intel UHD Graphics 770,True,Raptor Lake-S,1700,10,24.0,"DDR4, DDR5","H610, B650, H670, Z690, H710, B750, H770, Z790","Jan 4th, 2023",0.7101094627367869,Unknown,True,0.5091301460823373,True,0.5205564569022059,False
191,Intel Core i7-6800K,195.0,6,3.4,3.6,140,,True,Broadwell-E,2011-3,14,15.0,DDR4,,"May 31st, 2016",0.2240599532434617,Desktop,False,0.1621845949535192,True,0.2024750595464116,False
192,Intel Core i9-10900F,312.99,10,2.8,5.2,65,,True,Comet Lake,1200,14,20.0,DDR4,,"Apr 30th, 2020",0.4469182197557299,Desktop,False,0.3882802124833997,True,0.3244847940902343,True
193,Intel Core i7-2600K,199.88,4,3.4,3.4,95,Intel HD Graphics 3000,True,Sandy Bridge,1155,32,8.0,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Jan 9th, 2011",0.1108610631650243,Desktop,False,0.0690571049136786,False,0.0827091028340639,False
194,AMD Athlon 200GE,123.89,2,3.2,3.2,35,Radeon Vega 3,True,Zen,AM4,14,4.0,DDR4,"A320, B350, X370, B450, X470","Sep 6th, 2018",0.0810373833817649,Desktop,False,0.0322045152722443,True,0.0552314543132313,True
195,AMD Threadripper 2990WX,2500.0,32,3.0,4.2,250,,True,Colfax,SP3r2,12,64.0,DDR4,,"Aug 13th, 2018",0.4770914811335183,Unknown,True,0.4143426294820717,True,0.5488625772377369,True
196,Intel Core i9-7900X,413.0,10,3.3,4.5,140,,True,Skylake-X,2066,14,14.0,DDR4,,"Jun 26th, 2017",0.4562913762590399,Desktop,False,0.3316733067729083,False,0.3765922192688736,False
197,Intel Core i9-10900,319.99,10,2.8,5.2,65,Intel UHD Graphics 630,True,Comet Lake,1200,14,20.0,DDR4,,"Apr 30th, 2020",0.4374139701544713,Desktop,False,0.3892762284196547,False,0.2963340122199592,False
198,Intel Core i7-8086K,476.58,6,4.0,5.0,95,Intel UHD Graphics 630,True,Coffee Lake,1151,14,12.0,DDR4,,"Jun 5th, 2018",0.3085931525705171,Desktop,False,0.2078353253652058,False,0.2275535917705133,False
199,Intel Core i9-13900T,,24,1.1,5.3,35,Intel UHD Graphics 770,True,Raptor Lake-S,1700,10,36.0,"DDR4, DDR5","B660, Z690, B760, Z790","Jan 4th, 2023",0.79455526666521,Unknown,True,0.6435922974767596,True,0.847008871552349,False
200,Intel Core i5-4440,123.85,4,3.1,3.3,84,Intel HD Graphics 4600,False,Haswell,1150,22,6.0,DDR3,,"Sep 1st, 2013",0.0937752627324171,Desktop,False,0.0441567065073041,False,0.0832268977182505,False
201,Intel Core i9-11900,363.99,8,2.5,5.2,65,Intel UHD Graphics 750,True,Rocket Lake,1200,14,16.0,DDR4,"H510, B560, H570, Q570, W580, Z590, Q470, H470, W480, Z490","Mar 16th, 2021",0.4957722475911643,Desktop,False,0.375,True,0.3431771894093686,False
202,Intel Core i9-7960X,2399.94,16,2.8,4.4,165,,True,Skylake-X,2066,14,22.0,DDR4,,"Sep 1st, 2017",0.5740348270663549,Desktop,False,0.4921978751660026,False,0.5751320376954676,False
203,Intel Core i5-11500,227.99,6,2.7,4.6,65,Intel UHD Graphics 750,True,Rocket Lake,1200,14,12.0,,,"Mar 16th, 2021",0.3758002141187266,Desktop,False,0.2563081009296148,True,0.2718595740274085,False
204,Intel Core i7-7740X,193.74,4,4.3,4.5,112,,True,Kaby Lake-X,2066,14,8.0,,,"Jun 26th, 2017",0.2062094430728221,Desktop,False,0.1417662682602921,True,0.1518864993613863,True
205,AMD Ryzen 3 1300X,115.0,4,3.5,3.7,65,,False,Zen,AM4,14,8.0,,,"Jul 27th, 2017",0.1419956739277676,Desktop,False,0.0727091633466135,True,0.1052849597845973,True
206,Intel Core i5-9500,210.0,6,3.0,4.4,65,Intel UHD Graphics 630,False,Coffee Lake,1151,14,9.0,,,"Oct 19th, 2018",0.2025825340295833,Desktop,False,0.1361221779548472,False,0.1488142497152128,False
207,AMD FX-9590,302.58,8,4.7,5.0,220,,False,Vishera,AM3+,32,8.0,,,"Jun 11th, 2013",0.278507286591361,Unknown,True,0.1751328021248339,True,0.2381856467258103,True
208,Intel Celeron G440,100.0,1,1.6,1.6,35,Intel HD Graphics,False,Sandy Bridge,1155,32,1.0,,,"Sep 4th, 2011",0.0,Desktop,False,0.0014940239043824,True,0.0,True
209,Intel Core i5-10600,207.86,6,3.3,4.8,65,Intel UHD Graphics 630,True,Comet Lake,1200,14,12.0,,,"Apr 30th, 2020",0.2950031680832004,Desktop,False,0.2279216467463479,False,0.1976940867824226,False
210,Intel Core i5-8600,239.86,6,3.1,4.3,65,Intel UHD Graphics 630,False,Coffee Lake,1151,14,9.0,,,"Feb 14th, 2018",0.2058817103279512,Desktop,False,0.1266600265604249,False,0.1746004349477027,False
211,Intel Core i9-9900,595.0,8,3.1,5.0,65,Intel UHD Graphics 630,True,Coffee Lake-R,1151,14,16.0,,,"Apr 23rd, 2019",0.3593480303262033,Desktop,False,0.2880146082337317,False,0.2431046981255825,False
212,Intel Core i5-2500,58.87,4,3.3,3.3,95,Intel HD Graphics 2000,False,Sandy Bridge,1155,32,6.0,,,"Jan 9th, 2011",0.0802945224933907,Desktop,False,0.0370185922974767,True,0.0603403638372052,False
213,Intel Core i9-10920X,679.99,12,3.5,4.8,165,,True,Cascade Lake-X,2066,14,19.25,,,"Oct 19th, 2019",0.5739692805173807,Desktop,False,0.4399070385126161,True,0.3787496979529842,False
214,AMD Threadripper 2950X,1075.0,16,3.5,4.4,180,,True,Colfax,SP3r2,12,32.0,,,"Aug 31st, 2018",0.6707596845026109,Unknown,True,0.5101261620185923,True,0.5126169353446788,True
215,Intel Core i9-11900F,312.5,8,2.5,5.2,65,,True,Rocket Lake,1200,14,16.0,,,"Mar 16th, 2021",0.5110008958028359,Desktop,False,0.3959163346613545,True,0.3434706065104076,True
216,Intel Core i3-4130,77.14,2,3.4,3.4,54,Intel HD Graphics 4400,True,Haswell,1150,22,3.0,DDR3,,"Sep 1st, 2013",0.0625969542703576,Desktop,False,0.0253984063745019,False,0.064275604957023,False
217,Intel Pentium Gold G5400,64.95,2,3.7,3.7,58,Intel UHD Graphics 610,True,Coffee Lake,1151,14,4.0,DDR4,,"Apr 2nd, 2018",0.0720356573226419,Desktop,False,0.0313745019920318,False,0.0625323621802616,False
218,Intel Pentium G4400,42.99,2,3.3,3.3,54,Intel HD Graphics 510,False,Skylake,1151,14,4.0,"DDR3, DDR4",,"Sep 1st, 2015",0.0474775503069763,Desktop,False,0.0194223107569721,True,0.036245641893058,True
219,Intel Core i3-4170,95.8,2,3.7,3.7,54,Intel HD Graphics 4400,True,Haswell,1150,22,3.0,DDR3,"H81, B85, H87, Z87, H91, B95, H97, Z97","May 1st, 2014",0.0686709344752998,Desktop,False,0.0255644090305444,True,0.0563188235700231,False
220,Intel Xeon E5-2670 V3,,12,2.3,3.1,120,,True,Haswell-EP,2011-3,22,30.0,"DDR3, DDR4","C612, X99","Sep 8th, 2014",0.2298062007035329,Unknown,True,0.1723107569721115,True,0.2312817149366564,True
221,Intel Core i7-6950X,328.29,10,3.0,3.5,140,,True,Broadwell-E,2011-3,14,25.0,DDR4,,"May 31st, 2016",0.3652253708842229,Desktop,False,0.2694223107569721,False,0.3706030584417825,False
222,Intel Pentium G4560,168.0,2,3.5,3.5,54,Intel HD Graphics 610,True,Kaby Lake,1151,14,3.0,DDR4,,"Jan 3rd, 2017",0.0674473988944482,Desktop,False,0.0253984063745019,True,0.0500535054713659,True
223,Intel Core i3-9350KF,207.36,4,4.0,4.6,91,,False,Coffee Lake,1151,14,8.0,DDR4,,"Jan 8th, 2019",0.1505822718433874,Desktop,False,0.0911354581673306,True,0.1156408574683282,True
